Cepa	ord_replica	rep	temp	hr	time	fecha	day	Matraz	factor diln	OD	OD_real	MPN	Incubator	...14	...15	...16	...17
CH447	1	3	37	16	2:12:00	07/08/25	1	1	3	0.215	0.645	NA	S_1	NA	NA	NA	NA
CH447	1	3	37	18	4:20:00	07/08/25	1	1	3	0.203	0.609	NA	S_1	NA	NA	NA	NA
CH447	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	2	11:00:00	07/08/25	1	1	1	0.091	0.091	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	4	13:05:00	07/08/25	1	1	1	0.301	0.301	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	6	15:11:00	07/08/25	1	1	1	0.345	0.345	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	8	17:16:00	07/08/25	1	1	1	0.467	0.467	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	10	19:41:00	07/08/25	1	1	2	0.247	0.494	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	12	21:45:00	07/08/25	1	1	2	0.25	0.5	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	14	23:49:00	07/08/25	1	1	3	0.162	0.486	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	16	2:12:00	07/08/25	1	1	3	0.191	0.573	NA	S_2	NA	NA	NA	NA
CH447	3	3	42	18	4:20:00	07/08/25	1	1	3	0.204	0.612	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	2	11:10:00	08/26/25	1	1	1	0.02	0.02	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	4	13:15:00	08/26/25	1	1	1	0.235	0.235	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	6	15:18:00	08/26/25	1	1	1	0.392	0.392	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	8	17:16:00	08/26/25	1	1	1	0.446	0.446	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	10	19:43:00	08/26/25	1	1	1	0.483	0.483	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	12	21:58:00	08/26/25	1	1	2	0.287	0.574	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	14	0:04:00	08/26/25	1	1	2	0.303	0.606	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	16	2:05:00	08/26/25	1	1	3	0.221	0.663	NA	S_2	NA	NA	NA	NA
CH447	2	4	37	18	4:10:00	08/26/25	1	1	3	0.246	0.738	NA	S_2	NA	NA	NA	NA
CH447	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	2	11:10:00	08/26/25	1	1	1	0.009	0.009	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	4	13:15:00	08/26/25	1	1	1	0.139	0.139	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	6	15:18:00	08/26/25	1	1	1	0.294	0.294	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	8	17:16:00	08/26/25	1	1	1	0.393	0.393	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	10	19:43:00	08/26/25	1	1	1	0.463	0.463	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	12	21:58:00	08/26/25	1	1	2	0.309	0.618	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	14	0:04:00	08/26/25	1	1	2	0.329	0.658	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	16	2:05:00	08/26/25	1	1	3	0.246	0.738	NA	B_1	NA	NA	NA	NA
CH447	3	4	30	18	4:10:00	08/26/25	1	1	3	0.27	0.81	NA	B_1	NA	NA	NA	NA
CH447	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	2	11:10:00	08/26/25	1	1	1	0.029	0.029	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	4	13:15:00	08/26/25	1	1	1	0.209	0.209	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	6	15:18:00	08/26/25	1	1	1	0.323	0.323	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	8	17:16:00	08/26/25	1	1	1	0.383	0.383	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	10	19:43:00	08/26/25	1	1	1	0.43	0.43	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	12	21:58:00	08/26/25	1	1	2	0.255	0.51	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	14	0:04:00	08/26/25	1	1	2	0.364	0.728	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	16	2:05:00	08/26/25	1	1	3	0.214	0.642	NA	B_2	NA	NA	NA	NA
CH447	3	5	37	18	4:10:00	08/26/25	1	1	3	0.217	0.651	NA	B_2	NA	NA	NA	NA
CH450	1	1	30	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	2	11:14:00	07/01/25	1	1	1	0.002	0.002	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	4	13:13:00	07/01/25	1	1	1	0.119	0.119	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	6	15:05:00	07/01/25	1	1	1	0.282	0.282	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	8	17:08:00	07/01/25	1	1	1	0.407	0.407	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	10	19:35:00	07/01/25	1	1	2	0.301	0.602	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	12	21:37:00	07/01/25	1	1	2	0.347	0.694	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	14	23:47:00	07/01/25	1	1	3	0.289	0.867	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	16	1:39:00	07/01/25	1	1	3	0.294	0.882	NA	S_1	NA	NA	NA	NA
CH450	1	1	30	18	3:23:00	07/01/25	1	1	3	0.309	0.927	NA	S_1	NA	NA	NA	NA
CH450	1	1	42	0	9:20:00	07/01/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	2	11:14:00	07/01/25	1	1	1	0.051	0.051	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	4	13:13:00	07/01/25	1	1	1	0.259	0.259	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	6	15:05:00	07/01/25	1	1	1	0.347	0.347	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	8	17:08:00	07/01/25	1	1	1	0.434	0.434	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	10	19:35:00	07/01/25	1	1	2	0.285	0.57	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	12	21:37:00	07/01/25	1	1	2	0.301	0.602	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	14	23:47:00	07/01/25	1	1	3	0.222	0.666	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	16	1:39:00	07/01/25	1	1	3	0.243	0.729	NA	S_2	NA	NA	NA	NA
CH450	1	1	42	18	3:23:00	07/01/25	1	1	3	0.269	0.807	NA	S_2	NA	NA	NA	NA
CH450	2	2	30	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	2	11:02:00	07/03/25	1	1	1	0.002	0.002	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	4	13:04:00	07/03/25	1	1	1	0.094	0.094	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	6	15:11:00	07/03/25	1	1	1	0.28	0.28	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	8	17:12:00	07/03/25	1	1	1	0.411	0.411	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	10	19:24:00	07/03/25	1	1	2	0.308	0.616	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	12	21:29:00	07/03/25	1	1	3	0.265	0.795	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	14	23:36:00	07/03/25	1	1	3	0.251	0.753	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	16	1:38:00	07/03/25	1	1	3	0.275	0.825	NA	S_1	NA	NA	NA	NA
CH450	2	2	30	18	3:30:00	07/03/25	1	1	3	0.302	0.906	NA	S_1	NA	NA	NA	NA
CH450	2	2	42	0	8:52:00	07/03/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	2	11:02:00	07/03/25	1	1	1	0.052	0.052	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	4	13:04:00	07/03/25	1	1	1	0.301	0.301	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	6	15:11:00	07/03/25	1	1	1	0.396	0.396	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	8	17:12:00	07/03/25	1	1	1	0.479	0.479	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	10	19:24:00	07/03/25	1	1	2	0.303	0.606	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	12	21:29:00	07/03/25	1	1	3	0.22	0.66	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	14	23:36:00	07/03/25	1	1	3	0.241	0.723	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	16	1:38:00	07/03/25	1	1	3	0.255	0.765	NA	S_2	NA	NA	NA	NA
CH450	2	2	42	18	3:30:00	07/03/25	1	1	3	0.304	0.912	NA	S_2	NA	NA	NA	NA
CH450	1	3	37	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	2	11:00:00	07/08/25	1	1	1	0.015	0.015	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	4	13:05:00	07/08/25	1	1	1	0.257	0.257	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	6	15:11:00	07/08/25	1	1	1	0.371	0.371	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	8	17:16:00	07/08/25	1	1	1	0.544	0.544	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	10	19:41:00	07/08/25	1	1	2	0.291	0.582	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	12	21:45:00	07/08/25	1	1	2	0.323	0.646	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	14	23:49:00	07/08/25	1	1	3	0.218	0.654	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	16	2:12:00	07/08/25	1	1	3	0.253	0.759	NA	S_1	NA	NA	NA	NA
CH450	1	3	37	18	4:20:00	07/08/25	1	1	3	0.28	0.84	NA	S_1	NA	NA	NA	NA
CH450	3	3	42	0	8:53:00	07/08/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	2	11:00:00	07/08/25	1	1	1	0.052	0.052	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	4	13:05:00	07/08/25	1	1	1	0.332	0.332	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	6	15:11:00	07/08/25	1	1	1	0.383	0.383	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	8	17:16:00	07/08/25	1	1	1	0.532	0.532	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	10	19:41:00	07/08/25	1	1	2	0.294	0.588	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	12	21:45:00	07/08/25	1	1	2	0.318	0.636	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	14	23:49:00	07/08/25	1	1	3	0.216	0.648	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	16	2:12:00	07/08/25	1	1	3	0.264	0.792	NA	S_2	NA	NA	NA	NA
CH450	3	3	42	18	4:20:00	07/08/25	1	1	3	0.284	0.852	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	2	11:10:00	08/26/25	1	1	1	0.02	0.02	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	4	13:15:00	08/26/25	1	1	1	0.26	0.26	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	6	15:18:00	08/26/25	1	1	1	0.387	0.387	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	8	17:16:00	08/26/25	1	1	1	0.463	0.463	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	10	19:43:00	08/26/25	1	1	1	0.533	0.533	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	12	21:58:00	08/26/25	1	1	2	0.347	0.694	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	14	0:04:00	08/26/25	1	1	2	0.366	0.732	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	16	2:05:00	08/26/25	1	1	3	0.286	0.858	NA	S_2	NA	NA	NA	NA
CH450	2	4	37	18	4:10:00	08/26/25	1	1	3	0.307	0.921	NA	S_2	NA	NA	NA	NA
CH450	3	4	30	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	2	11:10:00	08/26/25	1	1	1	0.016	0.016	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	4	13:15:00	08/26/25	1	1	1	0.086	0.086	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	6	15:18:00	08/26/25	1	1	1	0.293	0.293	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	8	17:16:00	08/26/25	1	1	1	0.391	0.391	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	10	19:43:00	08/26/25	1	1	1	0.501	0.501	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	12	21:58:00	08/26/25	1	1	2	0.336	0.672	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	14	0:04:00	08/26/25	1	1	2	0.366	0.732	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	16	2:05:00	08/26/25	1	1	3	0.302	0.906	NA	B_1	NA	NA	NA	NA
CH450	3	4	30	18	4:10:00	08/26/25	1	1	3	0.361	1.083	NA	B_1	NA	NA	NA	NA
CH450	3	5	37	0	9:10:00	08/26/25	1	1	1	0.001	0.001	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	2	11:10:00	08/26/25	1	1	1	0.02	0.02	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	4	13:15:00	08/26/25	1	1	1	0.223	0.223	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	6	15:18:00	08/26/25	1	1	1	0.339	0.339	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	8	17:16:00	08/26/25	1	1	1	0.422	0.422	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	10	19:43:00	08/26/25	1	1	1	0.496	0.496	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	12	21:58:00	08/26/25	1	1	2	0.326	0.652	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	14	0:04:00	08/26/25	1	1	2	0.344	0.688	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	16	2:05:00	08/26/25	1	1	3	0.278	0.834	NA	B_2	NA	NA	NA	NA
CH450	3	5	37	18	4:10:00	08/26/25	1	1	3	0.287	0.861	NA	B_2	NA	NA	NA	NA
